01064460|2018|Y|Y|V1| 1|I|N|1|1|1|2|02| 129122|  21035| 129122|      0|      0|      0|      0|      0|      0|      0|02| 1|3|N|1|1|2| |01|   2802|      0|   2802|      0|      0|      0|      0|      0|      0|      0|01| 1|1
01062974|2018|Y|Y|V1| 4|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |Y|1|1|2| |01|  12821|    251|  12821|      0|      0|      0|      0|      0|      0|      0|02| 1|1
01132216|2018|Y|Y|V1| 3|D|N|2|1|1| |05|  90500|   4961|  68880|  24979|      0|      0|      0|      0|      0|      0|07| 3|1|N| |3| | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  |1
01100056|2018|Y|Y|V1| 2|D|N|3|1|2|1|03|  39474|    715|  39474|      0|      0|      0|      0|      0|      0|    945|05| 1|3|N| |3| | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  |1
01024652|2018|Y|Y|V1| 2|D|N|4|1|1|3|02|  32561|    415|      0|  32327|   1026|      0|      0|      0|      0|      0|02| 1|3|N| |3| | | |      0|      0|   1500|      0|      0|      0|      0|      0|      0|      0|  |  |1
01098627|2018|Y|Y|V1| 1|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|2| |02|  56821|   3767|   8899|  47495|      0|      0|      0|      0|      0|      0|03| 1|2
01094991|2018|N|Y|V1| 5|D|N|2|1|1| |04| 175543|  26817|  82472|  71552|      0|      0|      0|      0|      0|  10092|05| 1|1|N| |3| | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  |1
00837771|2018|Y|Y|V1| 3|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|2| |02|   8035|      0|    326|   7709|      0|      0|      0|      0|      0|      0|02| 2|2
00800245|2018|Y|Y|V1| 3|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|4|1|1|3|00|   1000|      0|   1000|      0|      0|      0|      0|      0|      0|      0|02| 2|2
01097525|2018|Y|Y|V1| 2|D|N|4|2|1| |00|  22845|      0|      0|  22845|      0|      0|      0|      0|      0|      0|02| 1|3|N| |3| | | |      0|      0|   3760|      0|      0|      0|      0|      0|      0|      0|  |  |1
00579651|2018|Y|Y|V1| 1|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |Y|2|1|2| |02|  40351|   1123|  24527|  15137|    921|      0|      0|      0|      0|      0|03| 2|2
00745069|2018|Y|Y|V1| 1|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|1|1|2| |00|   1747|      0|   1747|      0|      0|      0|      0|      0|      0|      0|01| 1|1
00962186|2018|Y|Y|V1| 1|D|N|2|1|2| |05|  55896|      0|  55896|      0|      0|      0|      0|      0|      0|      0|05| 1|1|N|1|1|2| |00|   4741|      0|   4741|      0|      0|      0|      0|      0|      0|      0|  |  |1
01032721|2018|Y|Y|V1| 1|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|1|2|00|  36080|   1527|  36080|      0|      0|      0|      0|      0|      0|      0|03| 1|2
00837010|2018|Y|Y|V1| 1|D|N|4|1|1|2|02|  39535|   2556|  39535|      0|      0|      0|      0|      0|      0|      0|03| 1|3|N|1|1|2| |00|  11651|    538|  11651|      0|      0|      0|      0|      0|      0|      0|  |  |1
00849155|2018|Y|Y|V1| 1|D|N|2|1|1|3|05|  26740|      0|      0|      0|   1000|      0|      0|      0|      0|      0|06| 1|1|N|1|1|2| |00|   4343|      0|   4343|      0|      0|      0|      0|      0|      0|      0|  |  |1
01005594|2018|Y|Y|V1| 2|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|1|3|03|  31248|      0|   5111|  33276|      0|      0|      0|      0|      0|      0|03| 1|2
00493636|2018|Y|Y|V1| 2|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|2| |02|  13796|      0|  13796|      0|      0|      0|      0|      0|      0|      0|01| 1|4
01022243|2018|Y|Y|V1| 1|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|1|1|1|3|01|   5395|      0|   6902|      0|      0|      0|      0|      0|      0|      0|02| 1|2
00764539|2018|Y|Y|V1| 3|D|N|2|1|1| |05|  83090|   2555|  84761|      0|   3298|      0|      0|      0|      0|   5058|05| 3|1|N| |3| | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  |1
00849148|2018|Y|Y|V1| 3|D|N|4|1|1|3|02|  48993|   4101|      0|  48993|      0|      0|      0|      0|      0|      0|02| 1|3|N|1|1|2|1|00|  12665|    236|  12665|      0|      0|      0|      0|      0|      0|      0|  |  |1
00851742|2018|Y|Y|V1| 2|I|N| | | | | |      0|      0|      0|      0|      0|      0|      0|      0|      0|      0|  |  | |N|2|1|1| |03|  69856|   3762|  30570|  37975|      0|      0|      0|      0|      0|      0|03| 1|2
