00862410|C|2018
00292356|C|2018
00218624|C|2018
00307229|C|2018
00446039|C|2018
00448332|C|2018
00470313|C|2018
00499776|C|2018
00510326|C|2018
00517961|C|2018
00541260|C|2018
00548212|C|2018
00558074|C|2018
00599532|C|2018
00602073|C|2018
00617743|C|2018
00627407|C|2018
00641738|C|2018
00655232|C|2018
00663255|C|2018
00671516|C|2018
00673637|C|2018
00680510|C|2018
00696465|C|2018
00701185|C|2018
00708441|C|2018
00709551|C|2018
00710221|C|2018
00718238|C|2018
00718251|C|2018
00718985|C|2018
00728193|C|2018
00728198|C|2018
00734239|C|2018
00742362|C|2018
00742607|C|2018
00746005|C|2018
00754105|C|2018
00762667|C|2018
00763624|C|2018
00765072|C|2018
00765329|C|2018
00767391|C|2018
00772249|C|2018
00772632|C|2018
00775944|C|2018
00782668|C|2018
00783106|C|2018
00794338|C|2018
00797478|C|2018
00799775|C|2018
00800169|C|2018
00803075|C|2018
00805195|C|2018
00805396|C|2018
00810934|C|2018
00819401|C|2018
00821641|C|2018
00823215|C|2018
00827606|C|2018
00829500|C|2018
00829673|C|2018
00830032|C|2018
00830085|C|2018
00830279|C|2018
00830692|C|2018
00833918|C|2018
00834601|C|2018
00834730|C|2018
00836062|C|2018
00836251|C|2018
00836763|C|2018
00837168|C|2018
00845058|C|2018
00856556|C|2018
00857067|C|2018
00868320|C|2018
00869440|C|2018
00870632|C|2018
00875589|C|2018
00876118|C|2018
00876487|C|2018
00880745|C|2018
00882690|C|2018
00887764|C|2018
00890267|C|2018
00891735|C|2018
00895092|C|2018
00897459|C|2018
00897557|C|2018
00897809|C|2018
00898839|C|2018
00902889|C|2018
00906774|C|2018
00909200|C|2018
00909619|C|2018
00911747|C|2018
00911818|C|2018
00913586|C|2018
00916537|C|2018
00920302|C|2018
00921595|C|2018
00925320|C|2018
00936733|C|2018
00938912|C|2018
00939404|C|2018
00940708|C|2018
00957678|C|2018
00958615|C|2018
00961374|C|2018
00966537|C|2018
00967177|C|2018
00972114|C|2018
00976834|C|2018
00980964|C|2018
00992541|C|2018
00997006|C|2018
00998476|C|2018
01008219|C|2018
01009674|C|2018
01010895|C|2018
01020413|C|2018
01021051|C|2018
01026997|C|2018
01029777|C|2018
01034962|C|2018
01036916|C|2018
01038417|C|2018
01038620|C|2018
01047272|C|2018
01047686|C|2018
01052223|C|2018
01053609|C|2018
01062214|C|2018
01062870|C|2018
01063065|C|2018
01066699|C|2018
01067395|C|2018
01067609|C|2018
01070732|C|2018
01072793|C|2018
01074079|C|2018
01082266|C|2018
01083619|C|2018
01085920|C|2018
01087157|C|2018
01087904|C|2018
01090230|C|2018
01090397|C|2018
01091966|C|2018
01098373|C|2018
01098933|C|2018
01100659|C|2018
01101225|C|2018
01101343|C|2018
01101684|C|2018
01103079|C|2018
01103836|C|2018
01105086|C|2018
01106476|C|2018
01106754|C|2018
01109641|C|2018
01120534|C|2018
01123025|C|2018
01124076|C|2018
01124159|C|2018
01136387|C|2018
01136824|C|2018
01139457|C|2018
01157979|C|2018
01158135|C|2018
01163980|C|2018
01164215|C|2018
01172006|C|2018
01173969|C|2018
01176141|C|2018
01177284|C|2018
01186828|C|2018
01186937|C|2018
01189675|C|2018
01192314|C|2018
